nan,nan,0.2,89.37,410
72.73,605,0,89.43,430
72.73,nan,0,89.21,490
72.73,605,nan,89.25,510
nan,nan,0,89.33,545
72.64,nan,nan,89.33,nan
nan,545,0,nan,615
72.72,nan,0,89.33,510
nan,510,nan,nan,535
72.61,510,0,89.48,nan
72.68,555,nan,nan,550
72.66,nan,0,89.41,455
72.58,470,0,nan,nan
nan,515,3,89.5,530
72.72,565,0.9,89.29,398
72.69,540,0.1,89.25,380
72.67,538,nan,89.25,380
72.68,530,nan,89.09,nan
72.63,nan,0.1,89.11,318
72.69,540,nan,89.11,318
72.66,380,0.8,89.15,330
72.65,375,0,89.18,nan
72.65,375,nan,89.32,385
72.75,430,0.8,89.5,515
72.75,455,0.2,89.44,480
72.69,405,0,89.32,400
72.62,360,0,89.26,365
72.62,nan,0,89.38,440
72.66,385,nan,89.43,nan
72.65,455,0,89.43,nan
nan,nan,2.2,89.59,565
72.74,nan,0.8,nan,598
72.8,510,0,89.56,530
72.78,nan,0,89.5,495
72.77,nan,0,89.48,nan
72.74,nan,nan,89.53,550
72.76,485,0,nan,600
72.76,485,0,89.58,nan
72.76,nan,0,89.54,563
72.75,478,0,89.48,510
72.74,475,0,nan,510
72.79,491,0,89.56,555
72.78,nan,0,89.56,500
72.86,526,0,89.59,nan
72.86,526,0,89.55,nan
72.85,500,0,nan,425
nan,495,0,nan,405
72.83,510,0,89.33,390
72.79,491,0,89.27,nan
72.73,470,0,89.24,464
72.76,455,nan,89.21,nan
72.73,440,0,89.21,450
72.75,450,0,nan,420
72.76,455,0,89.2,425
72.74,445,0,89.38,503
nan,nan,0,nan,nan
nan,500,nan,89.65,635
72.98,530,0,89.64,620
72.99,535,0.1,89.82,798
73.2,790,nan,89.75,760
73.26,850,nan,89.75,918
73.27,840,nan,89.69,872
73.29,865,nan,89.82,1010
73.25,nan,nan,89.71,895
73.26,nan,0,nan,925
nan,850,0,89.67,805
nan,800,0,nan,805
73.32,855,0,nan,880
73.39,930,0,89.78,660
nan,850,nan,89.84,730
73.28,983,0,89.88,875
73.32,1000,0,89.87,985
73.35,nan,0,89.84,970
73.3,nan,0,89.85,nan
73.3,nan,0,nan,1110
73.31,965,6.1,89.89,1140
73.27,nan,0,89.85,1090
73.25,900,0,89.78,1010
73.21,852,0,nan,1000
73.18,953,0,89.62,770
73.16,924,nan,89.74,910
nan,nan,0.1,89.61,855
73.1,880,0,89.63,885
nan,nan,0,nan,880
73.05,825,nan,89.77,nan
73.15,905,0,89.61,907
73.02,805,0,89.42,700
72.86,710,nan,89.51,nan
72.95,nan,nan,89.43,723
72.85,700,0,89.55,800
72.88,720,0,89.43,nan
nan,690,0.1,89.45,670
72.86,660,1,89.42,nan
72.87,670,nan,89.42,705
72.86,660,0,nan,730
nan,nan,0,89.41,700
nan,680,nan,89.52,nan
73.14,790,0,nan,915
73.33,975,0,89.86,1080
73.42,1170,nan,89.7,930
73.37,1100,nan,89.7,1020
nan,1070,0,89.67,1010
73.37,1030,65,89.77,1080
73.44,1140,0.6,nan,1050
73.29,940,0,89.65,924
nan,870,0.2,89.7,975
nan,895,nan,nan,935
73.24,930,0,89.85,1100
73.4,1090,0,nan,1020
73.3,950,0,89.61,850
nan,790,0,nan,nan
73.07,740,0,89.69,982
73.11,nan,0,89.58,880
73.1,760,35.4,89.59,865
nan,755,8.1,89.59,865
73.08,750,0,89.45,725
nan,nan,0,89.54,790
nan,795,0,89.58,880
73.1,865,0,89.57,870
73.07,840,0,89.56,820
73.04,820,0,nan,740
72.94,720,0,nan,813
nan,740,0,89.5,830
72.95,725,0,89.46,nan
72.96,nan,0,89.51,795
73.04,785,0,89.21,630
nan,675,0,nan,850
nan,750,2.6,89.56,805
72.89,730,3.2,nan,805
72.94,nan,0,89.62,832
72.95,nan,0,89.7,895
73.01,780,0,89.74,880
72.97,735,1.7,89.73,886
72.95,715,4.7,89.57,nan
nan,nan,0,89.87,1020
73.07,840,0,89.67,810
73.01,805,0,89.83,920
nan,870,0,89.74,nan
73.04,835,0,89.77,860
73.07,860,0,89.63,715
72.79,600,nan,89.62,nan
72.97,735,17.3,nan,1000
73.08,745,4.2,89.83,870
nan,745,0,89.86,905
73.06,730,0,89.83,820
73.01,nan,nan,89.73,730
72.99,670,0,89.72,749
72.94,627,nan,89.71,741
72.95,nan,0,89.95,910
nan,775,0,89.78,nan
72.98,625,0.1,89.6,620
72.87,nan,0,89.8,758
nan,605,0,89.78,740
72.97,615,0,89.65,660
72.92,nan,0,89.78,775
72.97,620,0,89.78,nan
72.96,610,0,89.74,705
72.92,nan,nan,89.68,650
72.91,585,11.5,89.62,nan
72.91,585,0,89.45,540
72.84,520,0,89.42,520
72.83,517,2,89.59,698
nan,530,0,89.61,nan
72.89,545,nan,89.62,650
72.89,nan,0,89.6,640
72.88,500,0,89.63,635
72.93,520,0.1,89.71,635
73.01,nan,0,89.67,602
72.99,nan,0,89.7,656
73,560,0,89.62,nan
72.93,520,0,89.63,600
nan,555,1.1,89.8,802
73.05,620,0.5,89.9,863
73.1,680,0,89.98,908
73.16,740,0,89.88,800
73.13,nan,1,nan,1570
73.84,2180,0.1,90.88,3160
74.16,nan,0.1,91.09,3600
74.32,3460,2.4,91.07,3450
74.3,3400,0,91.2,3640
nan,3760,0,nan,3890
74.48,4100,0,91.41,4200
nan,4100,0,nan,4070
74.48,4020,0,nan,nan
nan,3650,0,91.29,3890
nan,3880,0.1,91.04,nan
74.17,3160,23.4,91.29,4150
74.11,3180,0,90.4,2510
73.98,2540,0,90.38,2470
73.71,nan,4.6,89.68,1360
73.2,900,19.5,89.38,960
72.99,658,nan,89.3,900
nan,575,0.1,nan,650
72.86,530,3,89.13,488
nan,500,0.5,89.12,485
72.88,nan,nan,89.34,720
nan,580,0,89.37,790
72.94,605,nan,nan,nan
72.94,605,0,89.32,698
72.94,605,8.2,89.35,730
72.97,620,19.3,89.47,780
73.03,nan,0,89.43,670
nan,645,nan,nan,nan
72.97,nan,19.8,89.41,730
72.85,nan,0,88.92,360
72.6,375,nan,88.84,350
nan,370,nan,88.78,326
72.5,355,13.3,88.83,380
72.62,395,17.1,89.14,600
72.8,480,0,88.86,425
72.58,375,0,88.85,420
72.58,375,0,nan,nan
72.6,385,0.1,nan,415
72.57,375,0,88.84,nan
nan,376,nan,88.91,460
72.59,380,4.7,88.86,440
nan,365,0.1,nan,305
72.34,320,0,88.65,338
72.4,nan,0.1,nan,416
72.56,372,0,88.82,416
72.58,nan,0.1,88.8,406
72.55,368,0.8,88.8,406
72.55,nan,0.1,88.74,nan
72.51,338,nan,88.77,368
72.52,342,0,88.83,402
72.55,355,0,88.62,310
nan,306,0,nan,343
72.48,322,0.1,nan,321
72.46,312,0,88.58,nan
nan,295,nan,88.78,373
72.57,365,0.3,88.74,354
nan,350,0,88.61,305
72.42,nan,0.1,88.59,290
nan,nan,nan,88.49,260
72.34,276,0,88.29,nan
72.15,nan,nan,88.27,185
nan,220,nan,88.63,293
72.33,nan,1.9,nan,496
72.66,420,0,89.06,540
72.76,475,0,88.91,460
72.66,420,0,89.01,529
72.68,430,0,89.02,515
72.7,nan,0,88.78,nan
72.56,348,0,89.12,550
72.75,440,0,88.98,nan
72.68,410,0,88.92,420
72.67,375,nan,nan,432
72.67,375,0,89.37,nan
72.88,546,nan,nan,nan
72.9,560,0,89.54,795
72.97,606,nan,89.58,805
73.04,730,0,nan,740
72.9,560,0,89.73,920
73.1,700,nan,89.9,1010
73.16,745,0,89.84,976
73.11,800,2.5,nan,925
nan,715,0.7,89.73,905
73,670,7.9,89.77,960
73.02,685,0,89.79,980
73.01,870,0,89.57,830
72.9,790,0,89.73,905
nan,820,0,89.45,725
72.76,nan,nan,89.51,nan
72.81,nan,0,nan,700
72.8,nan,0,89.53,775
72.81,630,6.3,nan,720
72.8,625,nan,89.74,910
72.95,nan,0.5,89.65,855
72.95,740,nan,89.54,780
72.88,684,0,89.59,815
nan,nan,nan,89.5,757
72.88,684,0.1,nan,720
72.85,664,0.5,89.5,nan
72.82,610,1.9,nan,860
72.89,nan,nan,89.64,nan
72.9,705,11.5,89.66,860
nan,666,0,nan,685
72.76,634,0,89.51,705
nan,614,0,nan,nan
72.76,nan,0,89.65,855
72.87,710,0,89.67,866
72.87,710,0,89.66,860
72.87,nan,0.1,89.64,820
nan,710,0,89.79,nan
78.86,689,0,89.64,808
78.84,693,0.1,89.81,755
78.86,nan,0,89.82,762
78.83,695,0,nan,745
78.85,nan,0,89.92,795
nan,682,0,89.59,789
78.82,679,0,89.63,752
78.81,696,0,89.72,nan
78.81,697,nan,89.76,856
78.83,698,0,nan,768
72.74,585,nan,89.58,726
72.79,630,nan,nan,595
72.67,nan,0,89.36,590
72.7,555,2.1,89.52,660
72.81,655,6.3,89.38,nan
72.68,540,1.4,89.47,645
72.71,nan,0.1,nan,640
72.68,560,nan,89.38,631
72.67,555,0,89.21,510
nan,510,nan,89.08,nan
nan,490,0,89.22,515
nan,510,2.3,89.25,560
72.62,nan,0,89.03,nan
72.52,470,nan,nan,525
72.58,545,0,89.27,615
72.63,575,0,89.14,537
72.58,530,0,89.06,nan
72.53,500,0,nan,558
72.53,495,0,89.25,630
72.58,520,0,89.18,590
72.57,515,0.1,89.04,520
72.48,525,0,89,500
nan,450,0,89.22,640
72.54,485,0,89.24,620
nan,495,0,89.02,nan
nan,465,0,nan,615
72.53,480,0,89.07,515
72.48,455,0,nan,565
72.51,475,6,nan,nan
72.52,480,3.2,89.11,535
72.52,480,0,89.27,nan
72.56,505,0,89.07,495
72.5,470,0,89.18,585
72.56,505,0,89.17,nan
nan,520,0,89.33,670
nan,545,0,89.25,nan
72.55,nan,0,89.25,635
72.54,495,0,89.01,nan
72.49,455,0,89.11,555
72.5,470,0,89.16,580
72.56,510,nan,89.16,590
72.57,515,nan,89.11,560
72.55,nan,0,89.08,nan
nan,500,0,89.04,527
72.52,510,0,89.13,600
72.54,525,0,89.13,600
nan,510,0,89.24,645
72.54,525,0,nan,545
72.48,nan,0,89.12,545
nan,500,nan,89.1,535
72.49,490,0,89.02,485
72.44,455,nan,89.15,566
72.5,480,0,89.12,547
72.48,nan,0,89.03,490
72.44,450,0,89.03,nan
72.46,465,0,nan,520
nan,475,0,89.12,545
72.51,500,0,88.99,465
72.49,490,0,88.9,nan
72.44,410,nan,nan,445
72.46,410,0,89.05,580
72.52,430,0,nan,570
72.51,475,nan,88.91,490
72.48,415,0,nan,515
72.47,nan,nan,88.94,470
nan,420,nan,88.92,460
72.45,nan,0,nan,515
72.56,450,nan,89.04,nan
72.56,450,0,89.03,475
nan,450,0,89.01,465
nan,nan,0,88.96,435
72.53,420,nan,89,480
72.5,400,0.9,88.87,402
72.44,400,0,88.75,350
72.44,400,nan,88.97,455
72.54,nan,0,89.12,530
72.56,nan,0,nan,545
72.56,485,nan,88.81,375
72.45,435,0,88.82,365
72.48,415,0,88.78,nan
72.49,nan,0,88.8,360
nan,315,0,nan,nan
72.41,nan,0,88.8,nan
72.46,310,0,88.64,nan
72.39,295,nan,88.71,nan
nan,300,0,nan,395
72.44,nan,0,88.79,392
nan,nan,0,nan,510
nan,370,0,88.99,485
72.54,340,0,89.14,555
72.63,395,nan,89,470
72.61,nan,0,88.97,460
nan,410,0,89.02,495
72.62,nan,0,89.18,570
72.67,nan,nan,89.04,499
72.65,465,0,88.99,475
nan,450,0,nan,470
72.61,nan,0,nan,420
72.61,430,0,nan,400
72.59,420,0,88.86,415
72.6,425,0,nan,nan
72.63,395,nan,88.87,425
72.63,395,0,88.86,420
72.63,395,nan,nan,452
72.63,nan,0,88.99,nan
72.65,405,0,88.97,nan
nan,375,0,nan,475
72.57,355,0,89.08,515
72.61,380,0,89.16,572
72.61,nan,0,89.26,nan
72.67,460,0,89.27,nan
nan,470,0,nan,644
72.73,505,0.1,nan,660
nan,515,0.5,89.34,610
72.74,495,nan,nan,690
nan,550,nan,89.43,655
nan,755,0,89.6,740
nan,nan,0,89.45,835
nan,765,nan,nan,755
73.02,740,nan,89.42,nan
nan,780,nan,89.41,nan
73.05,770,0.1,89.5,925
nan,870,0.1,nan,810
73.06,nan,0,89.44,nan
nan,845,0.9,89.52,980
73.09,nan,1.3,89.56,1020
nan,825,0,89.62,1060
73.11,nan,0,89.61,1030
73.05,880,nan,89.52,970
72.96,810,nan,89.55,nan
73.03,nan,nan,nan,980
73,825,1.1,89.61,1040
73.06,nan,2.4,89.54,975
72.98,nan,0.2,nan,910
72.93,785,0,89.44,917
72.91,765,0,89.31,815
72.84,760,0.1,89.1,650
nan,715,0,89.21,745
72.78,700,0.1,89.19,730
72.77,nan,0.1,nan,690
72.75,nan,0,nan,685
72.7,620,0,89.16,712
72.74,660,nan,89.22,730
72.76,680,0,89.22,730
72.73,nan,0,89.17,685
72.73,600,0,89.15,627
72.73,nan,9.3,nan,678
72.75,nan,0,89.19,660
72.75,nan,0,89.16,680
72.73,680,nan,89.23,nan
72.75,690,0,89.2,710
72.72,nan,0,89.04,nan
72.64,nan,nan,nan,725
nan,625,0,89.3,768
72.76,690,0,89.33,780
72.81,730,3.8,89.31,707
nan,620,nan,89.18,608
72.73,585,0.6,nan,713
72.73,585,0.1,89.29,nan
nan,575,nan,nan,720
72.73,585,0,89.39,nan
72.75,595,0,89.43,760
72.79,615,0,89.43,760
nan,540,0,89.37,715
72.67,550,nan,89.37,715
nan,535,nan,89.37,710
72.65,540,0,89.53,750
72.73,600,0.1,89.56,790
nan,600,0.1,89.67,870
nan,750,nan,89.66,nan
72.93,830,0,89.62,860
72.93,830,0,89.63,864
nan,825,0,89.61,848
nan,820,0,nan,800
72.91,nan,0,89.57,nan
72.93,750,0.2,nan,791
72.9,nan,0,89.55,825
72.91,720,0,89.56,831
72.88,695,0,89.46,nan
nan,620,0,89.52,802
72.78,nan,0,89.58,825
72.88,695,nan,89.66,845
nan,680,0,89.6,739
72.84,655,0,89.65,780
72.85,nan,55.3,89.61,nan
72.82,645,nan,89.67,nan
72.84,770,0,89.62,745
72.81,745,nan,89.46,655
72.71,670,nan,nan,650
nan,535,0,89.52,688
72.71,545,0,nan,623
nan,nan,0,89.23,520
72.62,490,0,89.36,566
72.63,495,0,89.51,650
72.67,525,0,nan,nan
72.64,510,0,89.51,nan
72.67,525,nan,89.39,568
nan,nan,0,89.41,nan
72.66,570,0,89.26,nan
72.6,550,0,89.31,nan
72.61,560,nan,89.22,485
72.59,548,0,89.38,nan
72.6,475,nan,89.24,495
72.54,445,0,89.33,541
72.6,475,nan,89.24,495
72.55,450,0.2,89.38,570
72.62,485,nan,89.42,589
72.65,500,0.7,nan,525
nan,455,0.1,89.41,569
72.62,465,14.5,89.19,457
72.63,475,30.6,89.21,467
72.61,nan,0,89.19,457
72.57,470,0,89.38,552
72.63,520,0,89.52,nan
72.69,nan,0,89.51,620
nan,590,0,89.69,718
72.73,615,0,89.39,559
72.64,nan,6.6,89.17,420
72.53,450,0,89.14,435
72.5,nan,0,nan,425
72.48,385,nan,nan,447
72.51,440,0,89.02,425
nan,420,nan,89.14,450
72.49,420,1.3,89.06,427
72.49,nan,nan,89.13,445
nan,430,0,89.1,436
72.5,nan,nan,89.3,508
72.56,465,nan,89.42,565
72.62,515,0,89.3,nan
72.58,485,nan,89.23,nan
nan,nan,1.6,89.16,430
72.51,nan,0,89.12,420
nan,428,nan,nan,382
72.43,nan,0.1,nan,390
72.44,358,13,89.28,496
72.56,nan,0,nan,390
nan,405,0,89.24,nan
nan,420,0,89.1,nan
72.57,428,0,nan,450
72.6,445,0,89.32,nan
72.62,460,44,89.37,549
72.67,500,0.1,89.4,564
72.68,470,nan,nan,nan
72.68,470,nan,nan,555
nan,470,16.8,89.32,500
72.69,510,0.6,90.33,1660
73.57,nan,1.8,90.73,2300
73.97,2650,nan,91.03,nan
74.2,3120,0,nan,nan
nan,3620,0,91.41,3810
74.46,3960,0,91.33,3730
74.41,nan,0,91.23,nan
74.43,3900,0,91.25,nan
74.44,nan,0,91.21,3780
74.43,3940,4.5,91.26,3880
74.45,3980,0,91.2,4010
74.45,3980,0,nan,3900
74.29,3440,0,nan,3010
nan,3100,nan,90.65,2930
73.98,nan,0,nan,2500
73.6,1910,0,nan,nan
73.26,1160,0.1,89.15,nan
nan,660,12,89.02,nan
72.76,460,0,nan,800
72.92,650,1.2,89.2,623
72.87,590,18.6,nan,550
72.73,460,0.7,88.86,440
72.58,448,32.4,88.91,480
nan,470,nan,88.77,445
72.55,nan,60.5,nan,nan
72.55,420,0.1,88.8,420
72.55,420,0,88.76,401
72.56,425,nan,88.71,380
72.52,395,0,nan,365
nan,nan,nan,88.75,nan
nan,360,0,88.55,nan
nan,290,0.1,nan,nan
72.43,345,nan,88.9,500
72.61,460,0.8,88.6,355
72.38,320,0,88.74,415
72.45,nan,2.7,88.59,373
72.35,305,nan,88.5,335
nan,280,nan,88.86,500
72.49,385,0,88.88,517
nan,475,nan,89.07,600
72.65,505,nan,88.9,520
nan,455,0,88.93,544
72.57,455,0,nan,450
72.48,435,0,88.79,463
72.49,440,8.2,88.77,452
72.45,415,5.5,88.79,480
72.46,420,0.1,88.8,485
