1,2,3,4,5
72.67,460,0.0,89.27,615.0
72.68,470,0.0,89.31,644.0
72.73,505,0.1,89.39,660.0
72.77,515,0.5,89.34,610.0
72.74,495,4.0,89.5,690.0
72.83,550,0.0,89.43,655.0
73.11,755,0.0,89.6,740.0
73.14,850,0.0,89.45,835.0
73.06,765,0.0,89.31,755.0
73.02,740,0.0,89.42,860.0
73.06,780,0.2,89.41,868.0
73.05,770,0.1,89.5,925.0
73.15,870,0.1,89.35,810.0
73.06,790,0.0,89.44,930.0
73.11,845,0.9,89.52,980.0
73.09,825,1.3,89.56,1020.0
73.09,825,0.0,89.62,1060.0
73.11,960,0.0,89.61,1030.0
73.05,880,0.0,89.52,970.0
72.96,810,0.1,89.55,980.0
73.03,855,8.8,89.53,980.0
73.0,825,1.1,89.61,1040.0
73.06,905,2.4,89.54,975.0
72.98,825,0.2,89.43,910.0
72.93,785,0.0,89.44,917.0
72.91,765,0.0,89.31,815.0
72.84,760,0.1,89.1,650.0
72.79,715,0.0,89.21,745.0
72.78,700,0.1,89.19,730.0
72.77,690,0.1,89.18,690.0
72.75,665,0.0,89.12,685.0
72.7,620,0.0,89.16,712.0
72.74,660,0.0,89.22,730.0
72.76,680,0.0,89.22,730.0
72.73,650,0.0,89.17,685.0
72.73,600,0.0,89.15,627.0
72.73,600,9.3,89.21,678.0
72.75,620,0.0,89.19,660.0
72.75,690,0.0,89.16,680.0
72.73,680,0.0,89.23,730.0
72.75,690,0.0,89.2,710.0
72.72,630,0.0,89.04,620.0
72.64,470,0.0,89.2,725.0
72.68,625,0.0,89.3,768.0
72.76,690,0.0,89.33,780.0
72.81,730,3.8,89.31,707.0
72.79,620,0.1,89.18,608.0
72.73,585,0.6,89.32,713.0
72.73,585,0.1,89.29,690.0
72.72,575,0.0,89.33,720.0
72.73,585,0.0,89.39,750.0
72.75,595,0.0,89.43,760.0
72.79,615,0.0,89.43,760.0
72.73,540,0.0,89.37,715.0
72.67,550,0.1,89.37,715.0
72.64,535,0.1,89.37,710.0
72.65,540,0.0,89.53,750.0
72.73,600,0.1,89.56,790.0
72.73,600,0.1,89.67,870.0
72.88,750,0.0,89.66,865.0
72.93,830,0.0,89.62,860.0
72.93,830,0.0,89.63,864.0
72.93,825,0.0,89.61,848.0
72.92,820,0.0,89.53,800.0
72.91,720,0.0,89.57,826.0
72.93,750,0.2,89.52,791.0
72.9,710,0.0,89.55,825.0
72.91,720,0.0,89.56,831.0
72.88,695,0.0,89.46,760.0
72.78,620,0.0,89.52,802.0
72.78,595,0.0,89.58,825.0
72.88,695,0.0,89.66,845.0
72.87,680,0.0,89.6,739.0
72.84,655,0.0,89.65,780.0
72.85,665,55.3,89.61,750.0
72.82,645,0.0,89.67,790.0
72.84,770,0.0,89.62,745.0
72.81,745,0.1,89.46,655.0
72.71,670,0.6,89.45,650.0
72.69,535,0.0,89.52,688.0
72.71,545,0.0,89.4,623.0
72.67,518,0.0,89.23,520.0
72.62,490,0.0,89.36,566.0
72.63,495,0.0,89.51,650.0
72.67,525,0.0,89.36,566.0
72.64,510,0.0,89.51,648.0
72.67,525,0.0,89.39,568.0
72.69,570,0.0,89.41,580.0
72.66,570,0.0,89.26,500.0
72.6,550,0.0,89.31,523.0
72.61,560,0.0,89.22,485.0
72.59,548,0.0,89.38,570.0
72.6,475,0.0,89.24,495.0
72.54,445,0.0,89.33,541.0
72.6,475,0.0,89.24,495.0
72.55,450,0.2,89.38,570.0
72.62,485,16.2,89.42,589.0
72.65,500,0.7,89.3,525.0
72.61,455,0.1,89.41,569.0
72.62,465,14.5,89.19,457.0
72.63,475,30.6,89.21,467.0
72.61,455,0.0,89.19,457.0
72.57,470,0.0,89.38,552.0
72.63,520,0.0,89.52,626.0
72.69,570,0.0,89.51,620.0
72.7,590,0.0,89.69,718.0
72.73,615,0.0,89.39,559.0
72.64,530,6.6,89.17,420.0
72.53,450,0.0,89.14,435.0
72.5,400,0.0,89.12,425.0
72.48,385,0.5,89.1,447.0
72.51,440,0.0,89.02,425.0
72.49,420,0.1,89.14,450.0
72.49,420,1.3,89.06,427.0
72.49,420,0.0,89.13,445.0
72.51,430,0.0,89.1,436.0
72.5,425,0.0,89.3,508.0
72.56,465,0.0,89.42,565.0
72.62,515,0.0,89.3,507.0
72.58,485,0.2,89.23,481.0
72.56,470,1.6,89.16,430.0
72.51,428,0.0,89.12,420.0
72.51,428,13.0,88.99,382.0
72.43,350,0.1,88.92,390.0
72.44,358,13.0,89.28,496.0
72.56,430,0.0,88.91,390.0
72.53,405,0.0,89.24,445.0
72.56,420,0.0,89.1,444.0
72.57,428,0.0,89.12,450.0
72.6,445,0.0,89.32,526.0
72.62,460,44.0,89.37,549.0
72.67,500,0.1,89.4,564.0
72.68,470,0.0,89.43,577.0
72.68,470,0.0,89.48,555.0
72.68,470,16.8,89.32,500.0
72.69,510,0.6,90.33,1660.0
73.57,1870,1.8,90.73,2300.0
73.97,2650,0.0,91.03,3280.0
74.2,3120,0.0,91.41,3700.0
74.36,3620,0.0,91.41,3810.0
74.46,3960,0.0,91.33,3730.0
74.41,3860,0.0,91.23,3930.0
74.43,3900,0.0,91.25,3930.0
74.44,4120,0.0,91.21,3780.0
74.43,3940,4.5,91.26,3880.0
74.45,3980,0.0,91.2,4010.0
74.45,3980,0.0,91.16,3900.0
74.29,3440,0.0,90.69,3010.0
74.14,3100,0.0,90.65,2930.0
73.98,2690,0.0,90.33,2500.0
73.6,1910,0.0,89.9,1620.0
73.26,1160,0.1,89.15,672.0
72.88,660,12.0,89.02,560.0
72.76,460,0.0,89.32,800.0
72.92,650,1.2,89.2,623.0
72.87,590,18.6,89.11,550.0
72.73,460,0.7,88.86,440.0
72.58,448,32.4,88.91,480.0
72.61,470,0.0,88.77,445.0
72.55,425,60.5,88.68,325.0
72.55,420,0.1,88.8,420.0
72.55,420,0.0,88.76,401.0
72.56,425,0.0,88.71,380.0
72.52,395,0.0,88.71,365.0
72.46,335,0.0,88.75,385.0
72.49,360,0.0,88.55,300.0
72.37,290,0.1,88.67,380.0
72.43,345,0.0,88.9,500.0
72.61,460,0.8,88.6,355.0
72.38,320,0.0,88.74,415.0
72.45,355,2.7,88.59,373.0
72.35,305,0.0,88.5,335.0
72.28,280,0.0,88.86,500.0
72.49,385,0.0,88.88,517.0
72.58,475,0.0,89.07,600.0
72.65,505,0.0,88.9,520.0
72.57,455,0.0,88.93,544.0
72.57,455,0.0,88.77,450.0
72.48,435,0.0,88.79,463.0
72.49,440,8.2,88.77,452.0
72.45,415,5.5,88.79,480.0
72.46,420,0.1,88.8,485.0
72.43,395,27.5,88.83,495.0
72.46,420,0.2,89.06,615.0
72.6,515,0.0,89.01,598.0
72.59,510,0.1,89.14,700.0
72.63,535,0.0,89.25,760.0
72.67,565,0.0,89.15,600.0
72.63,540,0.0,89.05,580.0
72.56,490,0.0,88.78,450.0
72.41,420,0.0,88.79,478.0
72.32,335,0.0,88.77,465.0
72.27,315,0.0,88.62,400.0
72.22,290,0.0,88.57,366.0
72.25,306,38.5,88.88,520.0
72.37,400,0.0,88.64,386.0
72.33,385,0.1,89.49,850.0
72.77,640,0.0,89.02,580.0
72.56,520,0.1,88.61,325.0
72.26,355,7.7,88.46,325.0
72.17,320,0.0,88.48,315.0
72.17,320,0.0,88.58,360.0
72.05,275,0.0,88.42,300.0
72.14,305,0.0,88.55,345.0
72.14,305,0.0,88.29,255.0
72.0,260,0.0,88.48,357.0
72.13,300,35.4,89.12,570.0
72.57,500,0.0,88.72,430.0
72.41,430,0.0,88.46,350.0
72.14,305,0.0,88.66,460.0
72.22,335,0.0,88.76,470.0
72.32,385,2.7,88.72,455.0
72.27,360,0.0,89.12,640.0
72.5,485,0.0,88.92,570.0
72.47,470,0.0,88.95,580.0
72.5,485,0.1,89.09,615.0
72.55,515,0.1,88.96,550.0
72.51,490,0.9,89.12,625.0
72.55,490,0.0,88.95,520.0
72.49,455,0.1,89.19,655.0
72.59,510,0.1,88.99,535.0
72.5,450,4.3,89.13,625.0
72.59,510,5.9,89.22,662.0
72.64,550,0.0,89.12,595.0
72.63,540,0.2,89.51,830.0
72.79,650,2.4,89.58,890.0
72.79,650,2.5,89.51,835.0
72.76,630,3.3,89.5,830.0
72.77,710,19.6,89.73,970.0
72.89,810,0.0,89.78,995.0
72.91,870,0.0,89.78,1040.0
72.87,920,0.0,89.84,1100.0
72.89,940,4.0,89.86,1120.0
72.88,930,2.4,89.91,1160.0
72.86,940,0.0,89.68,960.0
72.79,820,0.0,89.77,1030.0
72.82,860,0.0,89.73,1000.0
72.77,780,0.0,90.14,1290.0
73.09,1360,0.0,90.19,1320.0
73.1,1350,0.0,90.09,1290.0
73.06,1280,0.0,90.04,1250.0
73.04,1250,0.0,90.23,1400.0
73.18,1440,0.0,90.18,1360.0
73.11,1310,0.0,90.16,1350.0
73.12,1320,0.0,90.18,1360.0
72.99,1100,0.1,89.8,1100.0
72.83,900,0.0,89.9,1130.0
72.83,900,0.0,89.83,1080.0
72.76,780,0.0,89.83,1080.0
72.79,985,0.1,89.65,860.0
72.55,650,1.8,89.35,610.0
72.41,500,0.0,89.8,912.0
72.63,730,0.0,89.45,655.0
72.49,590,0.0,89.55,753.0
72.59,720,0.0,89.27,590.0
72.39,490,0.0,89.35,650.0
72.51,720,0.0,89.49,720.0
72.49,710,0.0,89.15,500.0
72.37,585,0.0,89.48,710.0
72.5,680,0.0,89.4,654.0
72.46,650,0.0,89.3,660.0
72.37,585,0.0,89.22,614.0
72.48,665,0.0,89.49,755.0
72.53,700,0.0,89.09,555.0
72.35,580,0.0,89.14,560.0
72.35,580,0.0,89.11,575.0
72.44,630,0.0,89.38,750.0
72.56,670,0.0,89.44,790.0
72.59,700,0.0,89.34,680.0
72.56,670,6.8,89.45,726.0
72.63,730,0.0,89.38,730.0
72.54,645,0.0,89.36,740.0
72.57,730,0.0,89.4,765.0
72.59,750,0.0,89.34,607.0
72.52,690,0.0,89.43,670.0
72.57,730,0.0,89.05,575.0
72.34,560,0.0,89.15,570.0
72.41,600,0.0,89.11,615.0
72.37,565,0.1,89.55,800.0
72.82,950,0.0,89.85,1040.0
72.94,1010,10.4,89.65,930.0
72.77,910,20.3,89.2,635.0
72.52,695,0.0,89.19,630.0
72.48,658,0.0,89.19,640.0
72.47,650,0.0,89.06,565.0
72.39,520,0.0,89.2,655.0
72.47,585,0.0,89.14,625.0
72.41,535,0.0,89.11,615.0
72.38,510,0.0,89.0,540.0
72.32,490,0.0,88.96,500.0
72.32,490,0.0,88.95,526.0
72.29,470,0.0,88.94,495.0
72.24,450,0.0,89.16,555.0
72.32,510,0.0,88.92,475.0
72.21,445,0.0,88.96,530.0
72.25,470,0.0,88.99,500.0
72.25,470,0.0,89.0,510.0
72.27,480,2.1,88.99,505.0
72.3,495,0.0,89.03,520.0
72.27,480,0.0,89.0,490.0
72.29,490,0.0,88.98,496.0
72.28,485,0.1,89.05,523.0
72.27,480,0.0,89.09,540.0
72.32,505,0.0,89.1,545.0
72.33,515,0.0,89.09,540.0
72.31,503,0.0,89.0,540.0
72.25,480,0.0,88.94,460.0
72.18,440,0.0,88.8,410.0
72.15,425,0.0,89.1,542.0
72.28,500,0.0,89.05,523.0
72.23,470,0.0,89.06,521.0
72.27,495,0.0,89.12,550.0
72.31,525,0.0,89.1,515.0
72.26,490,0.0,89.03,455.0
72.33,540,0.9,89.13,510.0
72.29,540,0.1,89.03,480.0
72.28,530,0.0,88.85,435.0
72.17,435,0.0,89.2,565.0
72.34,585,0.0,88.97,490.0
72.21,470,0.0,89.15,555.0
72.32,565,0.0,89.05,500.0
72.28,530,0.0,88.94,465.0
72.18,445,0.0,89.17,560.0
72.27,550,0.0,89.17,575.0
72.31,580,0.0,89.16,570.0
72.31,570,0.0,89.26,624.0
72.35,635,0.0,89.04,510.0
72.23,540,0.0,89.08,540.0
72.23,540,0.0,89.14,595.0
72.26,565,0.0,88.92,480.0
72.14,485,0.0,88.98,525.0
72.19,515,0.0,89.13,585.0
72.23,490,0.0,88.94,505.0
72.19,465,0.0,89.16,570.0
72.17,455,0.0,88.79,440.0
72.09,410,0.0,88.91,460.0
72.07,400,0.0,88.56,340.0
72.12,425,0.0,88.78,400.0
72.11,420,0.0,88.7,405.0
72.0,375,0.0,88.78,437.0
72.18,460,0.0,88.83,457.0
72.13,375,0.0,88.82,450.0
72.11,365,0.0,88.93,500.0
72.08,355,0.0,88.74,420.0
72.07,350,0.0,88.84,440.0
72.08,405,0.0,88.85,425.0
72.06,400,0.0,88.72,383.0
72.05,395,0.0,89.02,520.0
72.09,415,0.0,88.69,385.0
71.98,370,0.0,88.72,395.0
72.04,390,0.0,89.03,520.0
72.14,440,0.1,88.84,422.0
72.03,387,0.0,88.8,393.0
72.02,383,0.0,88.79,390.0
72.04,390,0.0,88.78,387.0
72.03,387,0.0,88.76,380.0
72.02,383,0.0,88.74,370.0
72.01,379,0.0,88.9,470.0
72.11,424,0.0,88.9,470.0
72.06,400,0.0,88.79,418.0
72.03,387,0.0,88.77,390.0
72.03,387,0.0,88.8,402.0
72.04,390,0.0,88.77,390.0
72.06,375,0.0,88.79,398.0
72.1,393,0.0,88.72,374.0
72.09,390,0.0,88.88,440.0
72.13,408,0.0,88.89,445.0
72.11,360,0.1,88.76,390.0
72.13,370,1.4,88.86,450.0
72.15,378,0.1,88.82,410.0
72.12,355,0.6,88.73,377.0
72.32,485,3.9,88.74,407.0
72.27,450,2.7,88.78,414.0
72.31,480,0.0,88.75,385.0
72.27,370,0.0,88.95,465.0
72.3,390,0.1,88.9,460.0
72.26,365,0.0,89.07,555.0
72.32,405,0.0,89.01,510.0
72.31,395,0.0,89.05,510.0
72.32,405,0.0,88.98,476.0
72.29,385,0.0,88.93,460.0
72.27,370,0.0,88.96,472.0
72.33,410,0.0,88.97,462.0
72.29,385,0.0,88.98,498.0
72.31,395,0.0,89.02,485.0
72.31,395,0.0,88.97,463.0
72.49,510,0.1,89.31,630.0
72.59,615,0.0,89.41,740.0
72.59,615,0.2,89.4,735.0
72.69,695,1.4,89.63,925.0
72.87,853,0.0,89.54,870.0
72.83,985,0.0,89.5,870.0
72.82,930,0.1,89.39,775.0
72.78,875,0.6,89.37,760.0
72.78,875,3.4,89.46,1080.0
72.77,865,0.0,89.39,990.0
72.78,875,0.0,89.28,920.0
72.73,820,0.1,89.42,1050.0
72.81,915,0.1,89.33,970.0
72.84,950,0.0,89.22,930.0
72.8,900,0.0,89.47,1080.0
72.91,1050,0.0,89.28,890.0
72.69,765,0.0,89.23,818.0
72.72,805,7.4,89.23,818.0
72.75,840,1.3,89.24,823.0
72.77,865,0.0,89.16,730.0
72.64,705,0.0,89.22,785.0
72.69,765,0.9,89.3,850.0
72.77,865,0.0,89.13,735.0
72.7,775,0.0,89.16,750.0
72.73,820,0.0,89.24,776.0
72.68,750,0.9,89.19,800.0
72.7,775,0.0,88.9,620.0
72.47,550,0.0,89.21,800.0
72.67,740,0.0,89.1,745.0
72.53,600,0.0,89.14,770.0
72.64,710,0.0,89.13,770.0
72.55,615,0.0,89.07,660.0
72.51,580,0.0,89.19,740.0
72.7,775,0.0,89.31,825.0
72.7,775,0.0,89.13,700.0
72.58,645,0.1,89.32,830.0
72.72,800,0.0,89.18,730.0
72.71,690,0.0,89.34,805.0
72.73,705,0.0,89.2,630.0
72.73,705,0.0,89.35,750.0
72.7,680,0.0,89.21,640.0
72.69,675,0.0,89.29,700.0
72.75,688,0.0,89.35,740.0
72.77,712,0.0,89.31,715.0
72.7,635,0.0,89.19,627.0
72.67,605,0.0,89.29,720.0
72.72,655,1.1,89.12,635.0
72.71,690,0.0,89.26,742.0
72.64,630,3.4,89.03,595.0
72.54,470,0.0,89.27,723.0
72.72,640,0.0,89.21,640.0
72.65,560,0.0,89.14,590.0
72.6,510,0.0,89.14,590.0
72.59,500,0.0,89.29,650.0
72.64,550,5.3,89.19,590.0
72.66,575,39.3,89.3,670.0
72.73,650,0.0,89.32,662.0
72.7,620,0.0,89.25,565.0
72.68,545,0.0,89.2,585.0
72.67,535,0.0,89.38,725.0
72.74,605,0.0,89.27,638.0
72.73,590,0.0,89.36,660.0
72.74,605,0.0,89.22,550.0
72.74,605,0.0,89.51,785.0
72.89,750,0.0,89.44,685.0
72.79,650,0.0,89.19,550.0
72.69,555,0.0,89.1,505.0
72.66,530,0.0,89.35,640.0
72.81,635,1.4,89.64,770.0
72.91,750,1.7,89.29,615.0
72.76,580,0.0,89.62,930.0
73.0,750,0.0,89.49,660.0
72.91,780,0.0,89.63,765.0
72.99,840,0.0,89.57,700.0
72.95,720,0.0,89.46,700.0
72.87,650,0.0,89.48,720.0
72.89,665,0.1,89.53,755.0
72.91,685,0.1,89.59,805.0
72.97,760,0.0,89.36,665.0
72.81,595,0.0,89.45,710.0
72.88,730,4.9,89.68,850.0
73.06,880,8.5,89.65,820.0
73.06,870,0.0,89.55,850.0
73.01,820,0.0,89.73,1010.0
73.06,870,0.0,89.56,850.0
72.99,805,0.6,89.67,840.0
73.02,830,0.2,89.6,795.0
73.01,820,0.0,89.48,730.0
72.94,755,0.0,89.3,550.0
72.84,675,0.0,89.32,605.0
72.87,645,0.0,89.37,635.0
72.89,665,4.9,89.17,530.0
72.87,645,0.5,89.23,605.0
72.88,655,0.0,89.22,610.0
72.89,650,0.1,89.17,568.0
72.87,630,0.0,89.03,500.0
72.82,585,0.0,89.1,560.0
72.88,635,0.0,89.18,614.0
72.92,600,0.2,89.14,570.0
72.92,595,0.0,89.09,520.0
72.89,570,0.0,89.26,625.0
72.95,625,0.0,89.09,510.0
72.88,560,0.0,89.14,560.0
72.87,550,1.5,89.06,515.0
72.86,540,26.4,88.91,440.0
72.77,475,0.0,89.06,490.0
72.82,515,0.0,89.09,550.0
72.86,540,0.0,89.0,500.0
72.82,515,0.0,89.08,550.0
72.83,520,0.0,89.31,708.0
72.95,615,0.0,89.34,700.0
72.99,650,0.0,89.32,670.0
72.96,585,0.0,89.15,540.0
72.89,530,0.0,89.52,750.0
73.03,650,0.1,90.13,1670.0
73.47,1510,0.0,90.29,2040.0
73.77,2400,0.0,90.78,3050.0
74.08,3400,0.0,90.95,3600.0
74.16,3650,0.0,91.02,3780.0
74.21,3890,0.0,91.0,3960.0
74.26,3990,0.0,90.94,3970.0
74.28,3990,0.0,90.96,3860.0
74.28,3990,0.0,90.97,3920.0
74.36,4030,0.0,90.99,4030.0
74.37,4040,0.0,90.94,3960.0
74.33,3970,0.1,90.97,3990.0
74.3,3840,17.2,90.93,3810.0
74.29,3800,12.5,90.62,3100.0
74.01,3100,0.0,90.38,2690.0
73.91,2860,0.0,90.25,2490.0
73.82,2580,0.0,90.9,3160.0
74.36,4150,0.0,89.89,2050.0
73.63,1930,0.0,89.66,1820.0
73.5,1700,32.0,89.71,1750.0
73.14,1050,0.0,89.05,750.0
72.79,640,0.9,89.12,770.0
73.37,1230,0.0,89.44,1170.0
72.75,600,0.0,89.04,630.0
72.72,625,0.0,89.17,710.0
72.76,665,0.0,89.22,720.0
72.71,620,3.6,89.05,525.0
72.62,485,0.0,89.0,500.0
72.49,410,14.4,88.82,380.0
72.44,423,0.2,89.03,485.0
72.72,570,67.6,89.27,680.0
72.77,620,0.0,89.18,590.0
72.72,600,0.0,89.09,520.0
72.67,560,0.0,89.11,530.0
72.67,585,3.2,89.04,505.0
72.6,525,0.8,88.99,500.0
72.58,520,0.0,89.07,560.0
72.81,720,0.0,90.02,1810.0
73.61,2140,0.8,90.33,2200.0
73.76,2260,0.0,90.38,2570.0
73.94,2900,0.0,90.48,2740.0
73.94,2900,0.0,90.55,2950.0
73.94,2900,0.0,90.55,2760.0
73.88,2760,0.2,90.41,2580.0
73.87,2730,0.1,90.51,2670.0
73.81,2520,0.0,89.96,1750.0
73.39,1660,0.0,89.74,1460.0
72.99,930,4.8,89.31,795.0
73.0,1000,0.0,89.49,1010.0
72.82,820,0.0,89.23,590.0
72.77,670,0.0,89.22,525.0
72.76,660,3.9,89.17,500.0
72.72,620,0.4,89.14,495.0
72.7,555,0.0,89.23,560.0
72.75,615,0.0,89.28,630.0
73.22,1250,24.3,90.29,2080.0
73.61,2340,47.6,90.53,2500.0
73.88,3160,0.0,90.48,2610.0
73.86,3100,0.0,90.53,2930.0
73.87,3100,0.0,90.48,2670.0
73.87,3000,0.0,90.41,2680.0
73.78,2770,33.3,90.21,2350.0
73.56,2180,103.3,90.21,2190.0
73.65,2450,0.0,90.31,2360.0
73.75,2720,14.7,89.87,1500.0
73.05,1060,0.6,89.37,890.0
73.01,1010,68.3,89.54,1080.0
72.98,980,4.3,89.87,1480.0
73.35,1510,1.0,90.04,1750.0
73.23,1490,0.0,89.89,1400.0
73.16,1350,0.0,89.81,1250.0
73.05,1130,0.0,89.82,1270.0
72.97,1000,0.0,89.63,1050.0
72.97,1120,0.1,89.64,1060.0
72.86,980,0.0,89.43,835.0
72.8,860,0.0,89.5,900.0
72.81,870,0.5,89.53,915.0
72.85,930,0.0,89.49,870.0
72.83,905,17.9,89.54,975.0
72.81,850,79.6,89.53,960.0
72.85,900,54.8,89.58500000000001,990.0
72.95,1040,2.1,89.64,1020.0
73.01,1140,1.1,89.95,1420.0
73.06,1300,1.2,89.7,1050.0
72.89,950,0.0,89.68,1060.0
72.83,880,0.0,89.66,1040.0
72.83,925,0.0,89.5,920.0
72.67,730,0.0,89.37,775.0
72.65,700,0.0,89.2,640.0
72.59,650,0.1,89.17,620.0
72.55,620,0.2,89.24,660.0
72.51,585,0.0,89.34,730.0
72.59,645,1.0,89.22,632.5
72.53,585,0.0,89.1,535.0
72.48,595,0.0,89.1,535.0
72.6,725,0.0,89.71,1000.0
72.81,980,0.0,89.49,853.0
72.72,865,1.6,89.26,660.0
72.62,750,9.4,89.0,530.0
72.51,625,0.0,89.09,585.0
72.54,590,0.0,89.08,580.0
72.53,570,0.0,89.22,650.0
72.85,1000,0.0,90.05,1600.0
73.41,2000,0.0,90.05,1670.0
73.31,1670,0.0,90.05,1670.0
73.2,1490,0.5,89.9,1450.0
73.09,1360,0.0,89.76,1250.0
72.83,1050,0.0,89.42,835.0
72.72,770,0.0,89.35,790.0
72.66,710,0.0,89.35,790.0
72.65,700,0.0,89.62,1020.0
72.79,820,0.0,89.36,742.0
72.65,645,0.0,89.53,840.0
72.74,740,0.0,89.47,755.0
72.73,730,0.1,89.19,610.0
72.59,580,0.1,89.16,570.0
72.53,560,0.6,89.08,538.0
72.53,560,0.0,89.09,542.0
72.52,552,0.0,88.94,515.0
72.48,534,0.0,88.97,525.0
72.46,526,0.0,89.03,537.0
72.48,532,0.0,89.11500000000001,566.0
72.54,535,0.0,89.2,595.0
72.57,556,0.0,89.34,685.0
72.52,520,0.0,89.48,775.0
72.7,642,0.0,89.26,626.0
72.53,562,0.0,89.19,590.0
72.47,530,0.0,89.13,545.0
72.47,530,0.1,89.08,500.0
72.5,535,0.0,89.17,580.0
72.52,545,0.0,89.16,577.0
72.51,540,0.0,89.19,590.0
72.5,560,0.0,89.15,575.0
72.46,540,0.0,89.17,565.0
72.47,544,0.0,89.18,572.0
72.47,520,0.1,89.24,630.0
72.5,536,0.7,89.15,580.0
72.49,530,0.0,89.19,585.0
72.48,525,0.0,89.11,550.0
72.43,526,0.0,89.16,570.0
72.41,520,0.0,88.92,500.0
72.31,480,0.0,88.9,432.0
72.29,475,0.0,88.98,470.0
72.33,450,0.0,89.0,515.0
72.35,460,0.0,88.9,450.0
72.28,428,0.0,88.89,430.0
72.28,428,0.0,88.89,430.0
72.28,428,0.0,89.0,500.0
72.34,456,0.1,89.01,505.0
72.36,468,0.0,88.98,470.0
72.38,478,0.0,88.94,450.0
72.37,472,0.0,88.92,470.0
72.35,462,0.0,88.81,440.0
72.29,432,0.0,88.84,453.0
72.33,451,0.0,88.87,465.0
72.37,472,0.0,88.94,490.0
72.36,468,0.0,88.84,455.0
72.34,424,0.0,88.98,480.0
72.38,445,0.0,88.96,470.0
72.38,445,0.0,88.95,460.0
72.38,445,0.0,88.94,455.0
72.35,429,0.0,88.99,476.0
72.36,434,0.0,88.96,460.0
72.37,440,0.0,88.92,425.0
72.32,415,0.0,88.84,390.0
72.3,406,0.0,88.89,438.0
72.35,428,0.0,88.83,415.0
72.33,418,0.0,88.97,455.0
72.4,456,0.0,89.0,470.0
72.38,496,0.0,88.97,455.0
72.34,456,0.0,88.77,395.0
72.26,418,0.0,88.8,412.0
72.27,422,0.0,88.92,436.0
72.32,420,0.0,88.8,405.0
72.31,414,0.0,88.81,395.0
72.28,400,0.0,88.8,392.0
72.27,402,0.0,88.76,380.0
72.21,402,0.0,88.86,410.0
72.28,428,0.0,88.72,376.0
72.23,408,0.0,88.71,385.0
72.24,412,0.0,88.74,390.0
72.29,432,0.0,88.91,425.0
72.29,380,0.0,88.75,400.0
72.24,362,0.0,88.72,390.0
72.25,390,0.0,88.78,400.0
72.26,394,0.0,88.68,376.0
72.26,394,0.0,88.73,374.0
72.23,372,0.0,88.7,370.0
72.22,390,0.0,88.76,390.0
72.26,408,0.0,88.79,395.0
72.28,418,0.0,88.75,380.0
72.27,414,0.0,88.98,476.0
72.33,399,0.0,89.06,500.0
72.41,430,0.0,89.08,485.0
72.35,406,0.0,89.11,500.0
72.35,406,0.0,89.18,535.0
72.35,474,0.0,89.1,502.0
72.31,440,0.0,89.06,485.0
72.31,440,0.0,89.05,485.0
72.3,434,0.0,88.84,380.0
72.19,396,0.0,88.66,330.0
72.14,384,0.0,88.67,335.0
72.21,402,0.0,88.61,368.0
72.21,402,0.0,88.58,365.0
72.15,386,0.0,88.58,365.0
72.2,399,0.0,88.65,373.0
72.24,406,0.0,88.67,370.0
72.26,360,0.0,88.61,365.0
72.28,368,0.0,88.49,345.0
72.25,355,0.0,88.58,354.0
72.28,368,0.0,88.53,350.0
72.31,374,0.0,88.56,352.0
72.32,378,0.0,88.53,350.0
72.3,354,0.0,88.63,362.0
72.36,383,0.0,88.61,359.0
72.36,383,0.0,88.62,360.0
72.39,389,0.0,88.63,362.0
72.39,351,0.0,88.58,360.0
72.37,351,0.0,88.61,361.0
72.37,351,0.0,88.63,377.0
72.4,366,0.0,88.6,375.0
72.37,351,0.0,88.61,375.0
72.38,356,0.0,88.55,370.0
72.35,341,0.0,88.57,355.0
72.34,337,0.0,88.56,350.0
72.34,318,0.0,88.6,362.0
72.34,318,0.0,88.63,364.0
72.35,323,0.0,88.64,381.0
72.35,323,0.0,88.64,381.0
72.35,323,0.0,88.66,365.0
72.32,311,0.0,88.66,365.0
72.31,309,0.0,88.67,367.0
72.28,305,0.0,88.64,359.0
72.24,298,0.0,88.63,363.0
72.23,290,0.0,88.64,365.0
72.22,289,1.5,88.64,369.0
72.25,292,3.6,88.62,366.0
72.24,288,0.0,88.63,368.0
72.23,282,0.0,88.76,385.0
72.28,294,0.1,89.02,480.0
72.4,350,0.0,89.06,500.0
72.35,378,0.0,89.07,505.0
72.32,350,0.0,89.06,482.0
72.35,380,0.0,89.13,515.0
72.34,370,0.0,89.25,590.0
72.43,460,0.0,89.28,610.0
72.5,580,0.0,89.26,600.0
72.5,588,0.0,89.28,610.0
72.63,762,0.0,89.37,725.0
72.76,830,0.0,89.27,765.0
72.69,770,0.0,89.29,780.0
72.69,770,0.0,89.32,810.0
72.71,794,11.8,89.3,845.0
72.73,830,0.6,89.32,862.0
72.76,842,4.6,89.37,970.0
72.79,892,0.5,89.33,875.0
72.8,884,0.0,89.29,850.0
72.77,852,0.0,89.35,900.0
72.78,862,0.0,89.31,850.0
72.77,852,0.0,89.33,875.0
72.79,874,0.0,89.24,805.0
72.78,862,0.0,89.22,800.0
72.75,830,0.0,89.235,801.0
72.76,828,0.0,89.25,802.0
72.74,807,0.0,89.22,767.0
72.76,828,0.0,89.2,760.0
