1,2,3,4,5
73.19,890,0.0,90.18,995.0
73.28,950,0.1,90.18,995.0
73.29,1110,2.1,90.14,950.0
73.31,1130,5.7,90.02,870.0
73.3,1120,0.5,90.07,1100.0
73.27,1090,0.0,90.01,1030.0
73.29,1110,0.0,89.93,1000.0
73.21,1030,0.0,89.98,1080.0
73.3,1070,0.0,89.96,1050.0
73.25,1020,0.0,90.01,1130.0
73.32,1090,0.0,90.11,1280.0
73.31,1080,0.0,90.08,1280.0
73.35,1420,0.0,89.98,1300.0
73.35,1420,0.0,90.03,1400.0
73.34,1400,0.0,89.87,1200.0
73.22,1230,0.1,89.81,1040.0
73.2,1020,0.0,89.92,1050.0
73.25,1050,0.0,89.85,1010.0
73.1,880,2.3,89.85,1010.0
73.15,1030,9.2,89.82,930.0
73.14,1020,0.0,89.9,1040.0
73.16,1040,0.0,89.79,890.0
73.14,1020,0.0,89.92,1070.0
73.23,960,0.0,89.92,1070.0
73.25,1020,0.0,89.86,990.0
73.15,920,0.0,89.63,710.0
73.02,800,0.0,89.81,880.0
73.05,820,0.0,89.66,730.0
72.97,745,0.0,89.69,760.0
73.0,775,0.0,89.68,680.0
72.98,755,0.0,89.7,700.0
72.95,725,0.0,89.69,690.0
72.92,695,0.0,89.6,610.0
72.82,600,0.0,89.37,468.0
72.69,525,0.1,89.54,552.0
72.71,540,0.0,89.58,584.0
72.79,590,0.0,89.7,698.0
72.84,625,6.4,89.71,705.0
72.91,690,1.2,89.71,705.0
72.92,700,0.0,89.74,770.0
72.96,738,0.0,90.07,1010.0
73.17,940,0.0,89.88,810.0
73.05,825,0.0,89.8,740.0
72.98,755,0.0,89.81,748.0
72.93,705,0.0,89.46,508.0
72.96,735,0.0,89.83,768.0
72.91,690,0.0,89.85,782.0
72.97,745,0.0,89.96,890.0
72.99,805,0.0,89.82,780.0
72.91,730,0.0,89.8,760.0
72.9,720,0.0,89.78,740.0
72.86,680,0.0,89.66,640.0
72.82,650,0.0,89.49,480.0
72.73,560,0.1,89.48,455.0
72.66,510,0.7,89.46,454.0
72.73,569,0.0,89.59,530.0
72.77,600,0.0,89.58,550.0
72.78,581,0.0,89.53,510.0
72.72,560,0.0,89.4,454.0
72.68,530,0.0,89.41,458.0
72.69,535,0.0,89.36,512.0
72.63,505,0.0,89.36,512.0
72.63,475,0.0,89.36,512.0
72.64,480,3.0,89.36,490.0
72.64,480,0.1,89.26,480.0
72.64,480,0.0,89.28,420.0
72.63,475,0.0,89.49,545.0
72.67,510,0.0,89.51,550.0
72.67,515,0.0,89.46,500.0
72.64,530,0.0,89.55,523.0
72.69,550,0.0,89.59,560.0
72.72,550,0.0,89.58,550.0
72.72,550,0.0,89.66,625.0
72.71,540,0.0,89.57,544.0
72.7,580,1.1,89.44,560.0
72.66,520,0.0,89.47,560.0
72.67,525,0.0,89.44,470.0
72.64,525,0.0,89.41,440.0
72.62,495,0.1,89.42,490.0
72.67,545,2.6,89.54,452.0
72.73,605,0.2,89.37,410.0
72.73,605,0.0,89.43,430.0
72.73,605,0.0,89.21,490.0
72.73,605,0.0,89.25,510.0
72.65,525,0.0,89.33,545.0
72.64,505,0.0,89.33,510.0
72.67,545,0.0,89.49,615.0
72.72,595,0.0,89.33,510.0
72.64,510,0.0,89.37,535.0
72.61,510,0.0,89.48,510.0
72.68,555,0.0,89.53,550.0
72.66,515,0.0,89.41,455.0
72.58,470,0.0,89.39,450.0
72.66,515,3.0,89.5,530.0
72.72,565,0.9,89.29,398.0
72.69,540,0.1,89.25,380.0
72.67,538,0.0,89.25,380.0
72.68,530,0.0,89.09,315.0
72.63,500,0.1,89.11,318.0
72.69,540,0.0,89.11,318.0
72.66,380,0.8,89.15,330.0
72.65,375,0.0,89.18,340.0
72.65,375,3.4,89.32,385.0
72.75,430,0.8,89.5,515.0
72.75,455,0.2,89.44,480.0
72.69,405,0.0,89.32,400.0
72.62,360,0.0,89.26,365.0
72.62,360,0.0,89.38,440.0
72.66,385,0.0,89.43,445.0
72.65,455,0.0,89.43,445.0
72.66,475,2.2,89.59,565.0
72.74,480,0.8,89.65,598.0
72.8,510,0.0,89.56,530.0
72.78,500,0.0,89.5,495.0
72.77,485,0.0,89.48,510.0
72.74,475,0.0,89.53,550.0
72.76,485,0.0,89.58,600.0
72.76,485,0.0,89.58,600.0
72.76,485,0.0,89.54,563.0
72.75,478,0.0,89.48,510.0
72.74,475,0.0,89.51,510.0
72.79,491,0.0,89.56,555.0
72.78,488,0.0,89.56,500.0
72.86,526,0.0,89.59,495.0
72.86,526,0.0,89.55,520.0
72.85,500,0.0,89.43,425.0
72.8,495,0.0,89.37,405.0
72.83,510,0.0,89.33,390.0
72.79,491,0.0,89.27,455.0
72.73,470,0.0,89.24,464.0
72.76,455,0.0,89.21,450.0
72.73,440,0.0,89.21,450.0
72.75,450,0.0,89.19,420.0
72.76,455,0.0,89.2,425.0
72.74,445,0.0,89.38,503.0
72.83,460,0.0,89.53,615.0
72.93,500,0.0,89.65,635.0
72.98,530,0.0,89.64,620.0
72.99,535,0.1,89.82,798.0
73.2,790,2.3,89.75,760.0
73.26,850,0.0,89.75,918.0
73.27,840,0.0,89.69,872.0
73.29,865,0.0,89.82,1010.0
73.25,825,0.0,89.71,895.0
73.26,830,0.0,89.77,925.0
73.31,850,0.0,89.67,805.0
73.21,800,0.0,89.7,805.0
73.32,855,0.0,89.77,880.0
73.39,930,0.0,89.78,660.0
73.27,850,0.0,89.84,730.0
73.28,983,0.0,89.88,875.0
73.32,1000,0.0,89.87,985.0
73.35,1040,0.0,89.84,970.0
73.3,1020,0.0,89.85,1080.0
73.3,955,0.0,89.88,1110.0
73.31,965,6.1,89.89,1140.0
73.27,925,0.0,89.85,1090.0
73.25,900,0.0,89.78,1010.0
73.21,852,0.0,89.81,1000.0
73.18,953,0.0,89.62,770.0
73.16,924,0.0,89.74,910.0
73.17,930,0.1,89.61,855.0
73.1,880,0.0,89.63,885.0
73.06,856,0.0,89.57,880.0
73.05,825,0.1,89.77,1090.0
73.15,905,0.0,89.61,907.0
73.02,805,0.0,89.42,700.0
72.86,710,0.0,89.51,770.0
72.95,760,0.0,89.43,723.0
72.85,700,0.0,89.55,800.0
72.88,720,0.0,89.43,680.0
72.83,690,0.1,89.45,670.0
72.86,660,1.0,89.42,650.0
72.87,670,0.0,89.42,705.0
72.86,660,0.0,89.45,730.0
72.88,675,0.0,89.41,700.0
72.89,680,0.0,89.52,775.0
73.14,790,0.0,89.68,915.0
73.33,975,0.0,89.86,1080.0
73.42,1170,0.0,89.7,930.0
73.37,1100,0.0,89.7,1020.0
73.35,1070,0.0,89.67,1010.0
73.37,1030,65.0,89.77,1080.0
73.44,1140,0.6,89.73,1050.0
73.29,940,0.0,89.65,924.0
73.23,870,0.2,89.7,975.0
73.25,895,0.1,89.7,935.0
73.24,930,0.0,89.85,1100.0
73.4,1090,0.0,89.8,1020.0
73.3,950,0.0,89.61,850.0
73.14,790,0.0,89.65,885.0
73.07,740,0.0,89.69,982.0
73.11,765,0.0,89.58,880.0
73.1,760,35.4,89.59,865.0
73.09,755,8.1,89.59,865.0
73.08,750,0.0,89.45,725.0
72.99,690,0.0,89.54,790.0
73.01,795,0.0,89.58,880.0
73.1,865,0.0,89.57,870.0
73.07,840,0.0,89.56,820.0
73.04,820,0.0,89.44,740.0
72.94,720,0.0,89.47,813.0
72.97,740,0.0,89.5,830.0
72.95,725,0.0,89.46,758.0
72.96,730,0.0,89.51,795.0
73.04,785,0.0,89.21,630.0
72.79,675,0.0,89.57,850.0
72.92,750,2.6,89.56,805.0
72.89,730,3.2,89.56,805.0
72.94,765,0.0,89.62,832.0
72.95,770,0.0,89.7,895.0
73.01,780,0.0,89.74,880.0
72.97,735,1.7,89.73,886.0
72.95,715,4.7,89.57,730.0
72.88,645,0.0,89.87,1020.0
73.07,840,0.0,89.67,810.0
73.01,805,0.0,89.83,920.0
73.07,870,0.0,89.74,825.0
73.04,835,0.0,89.77,860.0
73.07,860,0.0,89.63,715.0
72.79,600,0.0,89.62,735.0
72.97,735,17.3,89.9,1000.0
73.08,745,4.2,89.83,870.0
73.08,745,0.0,89.86,905.0
73.06,730,0.0,89.83,820.0
73.01,685,0.0,89.73,730.0
72.99,670,0.0,89.72,749.0
72.94,627,0.0,89.71,741.0
72.95,640,0.0,89.95,910.0
73.11,775,0.0,89.78,770.0
72.98,625,0.1,89.6,620.0
72.87,560,0.0,89.8,758.0
72.95,605,0.0,89.78,740.0
72.97,615,0.0,89.65,660.0
72.92,590,0.0,89.78,775.0
72.97,620,0.0,89.78,740.0
72.96,610,0.0,89.74,705.0
72.92,590,0.0,89.68,650.0
72.91,585,11.5,89.62,605.0
72.91,585,0.0,89.45,540.0
72.84,520,0.0,89.42,520.0
72.83,517,2.0,89.59,698.0
72.86,530,0.0,89.61,700.0
72.89,545,0.0,89.62,650.0
72.89,506,0.0,89.6,640.0
72.88,500,0.0,89.63,635.0
72.93,520,0.1,89.71,635.0
73.01,560,0.0,89.67,602.0
72.99,550,0.0,89.7,656.0
73.0,560,0.0,89.62,588.0
72.93,520,0.0,89.63,600.0
72.91,555,1.1,89.8,802.0
73.05,620,0.5,89.9,863.0
73.1,680,0.0,89.98,908.0
73.16,740,0.0,89.88,800.0
73.13,705,1.0,90.25,1570.0
73.84,2180,0.1,90.88,3160.0
74.16,3000,0.1,91.09,3600.0
74.32,3460,2.4,91.07,3450.0
74.3,3400,0.0,91.2,3640.0
74.35,3760,0.0,91.31,3890.0
74.48,4100,0.0,91.41,4200.0
74.48,4100,0.0,91.4,4070.0
74.48,4020,0.0,91.21,3680.0
74.36,3650,0.0,91.29,3890.0
74.44,3880,0.1,91.04,3450.0
74.17,3160,23.4,91.29,4150.0
74.11,3180,0.0,90.4,2510.0
73.98,2540,0.0,90.38,2470.0
73.71,2020,4.6,89.68,1360.0
73.2,900,19.5,89.38,960.0
72.99,658,0.0,89.3,900.0
72.91,575,0.1,89.22,650.0
72.86,530,3.0,89.13,488.0
72.83,500,0.5,89.12,485.0
72.88,540,0.0,89.34,720.0
72.91,580,0.0,89.37,790.0
72.94,605,2.0,89.3,688.0
72.94,605,0.0,89.32,698.0
72.94,605,8.2,89.35,730.0
72.97,620,19.3,89.47,780.0
73.03,700,0.0,89.43,670.0
72.98,645,8.4,89.28,525.0
72.97,630,19.8,89.41,730.0
72.85,520,0.0,88.92,360.0
72.6,375,0.0,88.84,350.0
72.54,370,0.0,88.78,326.0
72.5,355,13.3,88.83,380.0
72.62,395,17.1,89.14,600.0
72.8,480,0.0,88.86,425.0
72.58,375,0.0,88.85,420.0
72.58,375,0.0,88.86,425.0
72.6,385,0.1,88.84,415.0
72.57,375,0.0,88.84,425.0
72.58,376,0.0,88.91,460.0
72.59,380,4.7,88.86,440.0
72.54,365,0.1,88.56,305.0
72.34,320,0.0,88.65,338.0
72.4,305,0.1,88.82,416.0
72.56,372,0.0,88.82,416.0
72.58,383,0.1,88.8,406.0
72.55,368,0.8,88.8,406.0
72.55,355,0.1,88.74,377.0
72.51,338,0.0,88.77,368.0
72.52,342,0.0,88.83,402.0
72.55,355,0.0,88.62,310.0
72.45,306,0.0,88.72,343.0
72.48,322,0.1,88.67,321.0
72.46,312,0.0,88.58,285.0
72.4,295,77.4,88.78,373.0
72.57,365,0.3,88.74,354.0
72.53,350,0.0,88.61,305.0
72.42,300,0.1,88.59,290.0
72.39,292,14.3,88.49,260.0
72.34,276,0.0,88.29,170.0
72.15,232,0.0,88.27,185.0
72.08,220,4.0,88.63,293.0
72.33,275,1.9,88.95,496.0
72.66,420,0.0,89.06,540.0
72.76,475,0.0,88.91,460.0
72.66,420,0.0,89.01,529.0
72.68,430,0.0,89.02,515.0
72.7,400,0.0,88.78,355.0
72.56,348,0.0,89.12,550.0
72.75,440,0.0,88.98,455.0
72.68,410,0.0,88.92,420.0
72.67,375,3.7,88.94,432.0
72.67,375,0.0,89.37,700.0
72.88,546,0.0,89.31,643.0
72.9,560,0.0,89.54,795.0
72.97,606,0.0,89.58,805.0
73.04,730,0.0,89.48,740.0
72.9,560,0.0,89.73,920.0
73.1,700,0.0,89.9,1010.0
73.16,745,0.0,89.84,976.0
73.11,800,2.5,89.76,925.0
73.03,715,0.7,89.73,905.0
73.0,670,7.9,89.77,960.0
73.02,685,0.0,89.79,980.0
73.01,870,0.0,89.57,830.0
72.9,790,0.0,89.73,905.0
72.94,820,0.0,89.45,725.0
72.76,710,0.0,89.51,760.0
72.81,650,0.0,89.43,700.0
72.8,645,0.0,89.53,775.0
72.81,630,6.3,89.44,720.0
72.8,625,2.5,89.74,910.0
72.95,740,0.5,89.65,855.0
72.95,740,0.0,89.54,780.0
72.88,684,0.0,89.59,815.0
72.88,684,0.0,89.5,757.0
72.88,684,0.1,89.44,720.0
72.85,664,0.5,89.5,757.0
72.82,610,1.9,89.66,860.0
72.89,694,5.7,89.64,850.0
72.9,705,11.5,89.66,860.0
72.88,666,0.0,89.46,685.0
72.76,634,0.0,89.51,705.0
72.78,614,0.0,89.52,770.0
72.76,600,0.0,89.65,855.0
72.87,710,0.0,89.67,866.0
72.87,710,0.0,89.66,860.0
72.87,710,0.1,89.64,820.0
72.87,710,0.0,89.79,880.0
78.86,689,0.0,89.64,808.0
78.84,693,0.1,89.81,755.0
78.86,691,0.0,89.82,762.0
78.83,695,0.0,89.66,745.0
78.85,698,0.0,89.92,795.0
78.88,682,0.0,89.59,789.0
78.82,679,0.0,89.63,752.0
78.81,696,0.0,89.72,808.0
78.81,697,0.0,89.76,856.0
78.83,698,0.0,89.75,768.0
72.74,585,0.0,89.58,726.0
72.79,630,0.0,89.36,595.0
72.67,535,0.0,89.36,590.0
72.7,555,2.1,89.52,660.0
72.81,655,6.3,89.38,578.0
72.68,540,1.4,89.47,645.0
72.71,565,0.1,89.39,640.0
72.68,560,0.0,89.38,631.0
72.67,555,0.0,89.21,510.0
72.59,510,0.0,89.08,475.0
72.56,490,0.0,89.22,515.0
72.58,510,2.3,89.25,560.0
72.62,530,0.0,89.03,475.0
72.52,470,0.0,89.12,525.0
72.58,545,0.0,89.27,615.0
72.63,575,0.0,89.14,537.0
72.58,530,0.0,89.06,491.0
72.53,500,0.0,89.09,558.0
72.53,495,0.0,89.25,630.0
72.58,520,0.0,89.18,590.0
72.57,515,0.1,89.04,520.0
72.48,525,0.0,89.0,500.0
72.47,450,0.0,89.22,640.0
72.54,485,0.0,89.24,620.0
72.56,495,0.0,89.02,505.0
72.5,465,0.0,89.27,615.0
72.53,480,0.0,89.07,515.0
72.48,455,0.0,89.17,565.0
72.51,475,6.0,89.16,560.0
72.52,480,3.2,89.11,535.0
72.52,480,0.0,89.27,610.0
72.56,505,0.0,89.07,495.0
72.5,470,0.0,89.18,585.0
72.56,505,0.0,89.17,580.0
72.58,520,0.0,89.33,670.0
72.62,545,0.0,89.25,635.0
72.55,500,0.0,89.25,635.0
72.54,495,0.0,89.01,445.0
72.49,455,0.0,89.11,555.0
72.5,470,0.0,89.16,580.0
72.56,510,0.0,89.16,590.0
72.57,515,0.0,89.11,560.0
72.55,500,0.0,89.08,538.0
72.55,500,0.0,89.04,527.0
72.52,510,0.0,89.13,600.0
72.54,525,0.0,89.13,600.0
72.52,510,0.0,89.24,645.0
72.54,525,0.0,89.12,545.0
72.48,480,0.0,89.12,545.0
72.51,500,0.0,89.1,535.0
72.49,490,0.0,89.02,485.0
72.44,455,0.0,89.15,566.0
72.5,480,0.0,89.12,547.0
72.48,480,0.0,89.03,490.0
72.44,450,0.0,89.03,490.0
72.46,465,0.0,89.08,520.0
72.47,475,0.0,89.12,545.0
72.51,500,0.0,88.99,465.0
72.49,490,0.0,88.9,416.0
72.44,410,0.0,88.95,445.0
72.46,410,0.0,89.05,580.0
72.52,430,0.0,89.03,570.0
72.51,475,0.0,88.91,490.0
72.48,415,0.0,88.96,515.0
72.47,410,0.0,88.94,470.0
72.49,420,0.0,88.92,460.0
72.45,445,0.0,89.05,515.0
72.56,450,0.0,89.04,500.0
72.56,450,0.0,89.03,475.0
72.56,450,0.0,89.01,465.0
72.55,445,0.0,88.96,435.0
72.53,420,0.0,89.0,480.0
72.5,400,0.9,88.87,402.0
72.44,400,0.0,88.75,350.0
72.44,400,0.0,88.97,455.0
72.54,435,0.0,89.12,530.0
72.56,485,0.0,89.12,545.0
72.56,485,0.0,88.81,375.0
72.45,435,0.0,88.82,365.0
72.48,415,0.0,88.78,350.0
72.49,405,0.0,88.8,360.0
72.47,315,0.0,88.62,275.0
72.41,290,0.0,88.8,395.0
72.46,310,0.0,88.64,310.0
72.39,295,0.0,88.71,360.0
72.39,300,0.0,88.78,395.0
72.44,310,0.0,88.79,392.0
72.44,305,0.0,89.05,510.0
72.59,370,0.0,88.99,485.0
72.54,340,0.0,89.14,555.0
72.63,395,0.0,89.0,470.0
72.61,380,0.0,88.97,460.0
72.58,410,0.0,89.02,495.0
72.62,440,0.0,89.18,570.0
72.67,480,0.1,89.04,499.0
72.65,465,0.0,88.99,475.0
72.63,450,0.0,88.98,470.0
72.61,435,0.0,88.88,420.0
72.61,430,0.0,88.83,400.0
72.59,420,0.0,88.86,415.0
72.6,425,0.0,88.88,425.0
72.63,395,0.0,88.87,425.0
72.63,395,0.0,88.86,420.0
72.63,395,0.0,88.93,452.0
72.63,395,0.0,88.99,480.0
72.65,405,0.0,88.97,460.0
72.6,375,0.0,89.02,475.0
72.57,355,0.0,89.08,515.0
72.61,380,0.0,89.16,572.0
72.61,380,0.0,89.26,610.0
